Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
Feb,4,Monday,Mazda,Urban,Wednesday,Mar,1,Male,Single,26,Third Party,Sedan,26840,0,5,400,1,46,53,1,6,33,No,No,External,1,-1,4,1996,Collision
Feb,2,Saturday,Pontiac,Urban,Thursday,Mar,1,Male,Married,42,Policy Holder,Sedan,24533,0,1,400,2,34,50,4,7,36,No,No,External,9,-1,1,1996,Collision
Feb,2,Wednesday,Honda,Urban,Wednesday,Feb,2,Male,Single,0,Policy Holder,Sedan,74805,0,12,400,3,46,57,1,0,16,No,No,External,0,-1,1,1996,All Perils
Feb,1,Wednesday,Ford,Urban,Tuesday,Feb,2,Male,Married,43,Policy Holder,Sedan,24509,0,15,400,3,38,35,0,7,37,No,No,External,0,-1,1,1996,All Perils
Nov,1,Sunday,Ford,Urban,Monday,Nov,1,Male,Married,65,Policy Holder,Sport,80817,0,1,400,2,37,40,1,13,59,No,No,External,8,-1,1,1996,Liability
Jul,2,Monday,Mazda,Urban,Monday,Jul,3,Male,Married,44,Policy Holder,Sport,35352,0,11,400,4,60,39,2,8,40,No,No,External,10,8,2,1996,Liability
Jul,2,Monday,Ford,Urban,Monday,Jul,2,Male,Married,55,Policy Holder,Sport,47890,0,14,400,4,58,48,10,7,41,No,No,External,8,-1,1,1996,Liability
Jul,2,Friday,Pontiac,Urban,Tuesday,Jul,2,Male,Married,38,Policy Holder,Sedan,25839,0,10,400,2,40,31,7,14,38,No,No,External,0,-1,1,1996,Collision
Nov,2,Monday,Pontiac,Urban,Tuesday,Nov,2,Male,Married,32,Policy Holder,Sport,5660,0,11,400,2,36,54,6,7,32,No,No,External,4,-1,1,1996,Liability
Oct,5,Friday,Saab,Urban,Friday,Oct,5,Male,Married,30,Policy Holder,Sport,37342,0,3,400,2,43,34,8,6,35,No,No,External,8,-1,1,1996,Liability
Jul,5,Saturday,Mazda,Urban,Tuesday,Aug,1,Male,Married,30,Third Party,Sedan,21081,0,8,400,2,40,34,1,5,31,No,No,External,0,-1,1,1996,Collision
May,3,Friday,Toyota,Urban,Monday,May,4,Male,Single,34,Policy Holder,Sport,23292,0,12,400,2,43,47,4,6,32,No,No,External,3,-1,1,1996,Liability
May,2,Wednesday,Pontiac,Urban,Wednesday,May,2,Male,Single,31,Policy Holder,Sedan,82747,0,13,400,2,33,39,2,6,35,No,No,External,3,-1,1,1996,Collision
May,1,Thursday,VW,Urban,Friday,Jun,2,Male,Single,29,Policy Holder,Sedan,34848,0,7,400,2,56,49,1,7,31,No,No,External,0,-1,1,1996,Collision
May,1,Thursday,Chevrolet,Urban,Thursday,May,1,Male,Single,35,Policy Holder,Sport,35969,0,11,400,3,36,35,4,6,32,No,No,External,9,-1,1,1996,Liability
Jan,2,Sunday,Accura,Urban,Tuesday,Feb,5,Male,Married,61,Policy Holder,Utility,77469,0,5,400,4,57,35,3,9,64,No,No,External,10,-1,1,1996,All Perils
Jul,5,Wednesday,Pontiac,Urban,Monday,Sep,2,Male,Married,35,Policy Holder,Sedan,26864,0,11,400,3,56,32,0,7,33,No,No,External,0,-1,1,1996,All Perils
Jul,3,Tuesday,Honda,Urban,Monday,Aug,4,Male,Single,0,Policy Holder,Sedan,86513,0,15,400,4,41,56,0,1,16,No,Yes,External,0,-1,1,1996,All Perils
Aug,2,Saturday,Pontiac,Urban,Wednesday,Aug,4,Male,Married,40,Third Party,Sedan,26595,0,1,400,1,60,35,2,7,39,No,No,External,2,-1,1,1996,Collision
Jan,2,Sunday,Toyota,Rural,Monday,Feb,3,Male,Single,33,Policy Holder,Sedan,38734,0,15,400,2,56,49,3,6,34,No,No,External,0,-1,1,1996,Collision
Aug,2,Saturday,Toyota,Urban,Tuesday,Aug,4,Male,Single,33,Policy Holder,Sport,32054,0,3,400,3,43,48,1,7,32,No,No,External,10,-1,1,1996,Liability
Jan,3,Monday,Honda,Urban,Monday,Jan,3,Male,Single,0,Policy Holder,Sport,84124,0,5,400,1,40,49,8,1,16,No,No,External,0,-1,1,1996,Liability
Feb,1,Tuesday,Toyota,Urban,Thursday,Feb,1,Female,Married,46,Policy Holder,Sport,28047,0,12,400,1,32,50,1,14,44,No,No,External,0,-1,1,1996,Liability
Feb,1,Wednesday,Toyota,Urban,Thursday,Feb,1,Male,Married,42,Policy Holder,Sedan,18688,0,4,400,2,56,51,1,7,37,No,No,External,0,-1,1,1996,Collision
Feb,2,Wednesday,Pontiac,Urban,Thursday,Feb,2,Male,Married,54,Policy Holder,Sedan,25753,0,6,400,1,60,31,1,12,50,No,No,External,0,-1,1,1996,All Perils
Feb,2,Tuesday,Toyota,Rural,Wednesday,Feb,2,Male,Married,37,Policy Holder,Sport,23870,0,16,400,1,53,39,10,7,39,No,No,External,0,-1,1,1996,Liability
Aug,2,Saturday,Accura,Urban,Monday,Aug,3,Male,Married,40,Third Party,Sedan,51505,0,13,400,2,41,46,0,7,40,No,No,External,0,4,2,1996,All Perils
Feb,4,Monday,Chevrolet,Urban,Monday,Feb,4,Male,Married,52,Policy Holder,Sport,35335,0,9,400,1,57,34,10,14,48,No,No,External,0,-1,1,1996,Liability
Mar,3,Friday,Pontiac,Urban,Wednesday,Mar,4,Male,Married,39,Policy Holder,Sedan,34792,0,3,400,1,57,50,3,15,38,No,No,External,1,-1,1,1996,Collision
Aug,2,Sunday,Accura,Urban,Wednesday,Aug,3,Male,Married,32,Policy Holder,Utility,74170,1,8,400,1,53,56,0,6,35,No,No,External,0,-1,1,1996,All Perils
Apr,1,Saturday,Pontiac,Urban,Friday,Apr,2,Male,Married,28,Third Party,Sport,22348,0,11,400,1,58,50,9,7,31,No,No,External,0,-1,1,1996,Liability
Apr,1,Sunday,Chevrolet,Urban,Thursday,Apr,2,Male,Married,52,Policy Holder,Utility,95412,0,13,400,3,56,42,3,6,47,No,No,External,0,-1,1,1996,Collision
Apr,1,Monday,Honda,Urban,Tuesday,Apr,2,Male,Single,0,Policy Holder,Sport,75996,0,3,400,4,54,52,3,0,17,No,No,External,0,-1,1,1996,Liability
Apr,2,Saturday,Pontiac,Urban,Wednesday,Apr,3,Male,Single,26,Policy Holder,Sedan,28615,0,8,400,3,46,48,4,3,34,No,No,External,0,1,1,1996,All Perils
Aug,2,Sunday,Pontiac,Rural,Friday,Aug,3,Female,Married,42,Policy Holder,Sedan,9541,1,5,400,3,35,54,0,6,38,No,No,External,0,-1,1,1996,All Perils
Apr,3,Friday,Ford,Urban,Tuesday,Apr,4,Male,Married,47,Third Party,Sedan,30521,0,10,400,4,37,52,1,11,41,No,No,External,7,-1,1,1996,Collision
Apr,3,Saturday,Toyota,Urban,Friday,Apr,4,Male,Married,56,Policy Holder,Sedan,22447,0,1,400,3,46,32,0,15,54,No,No,External,0,-1,1,1996,All Perils
Apr,3,Tuesday,Honda,Urban,Wednesday,Apr,4,Male,Single,0,Policy Holder,Sedan,69535,0,13,400,2,55,56,1,1,17,No,No,External,0,-1,1,1996,All Perils
Apr,4,Monday,Pontiac,Urban,Thursday,May,1,Male,Married,53,Third Party,Sedan,9288,0,9,400,2,36,38,0,15,43,No,No,External,0,-1,1,1996,All Perils
Aug,3,Monday,Toyota,Urban,Wednesday,Aug,5,Male,Single,35,Policy Holder,Sedan,24475,1,8,400,4,36,34,0,7,34,No,No,External,0,-1,1,1996,All Perils
May,1,Monday,Ford,Urban,Tuesday,May,1,Male,Married,39,Policy Holder,Sedan,36384,0,15,400,4,45,38,10,6,38,No,No,External,0,-1,1,1996,All Perils
May,5,Sunday,Toyota,Urban,Tuesday,Jun,2,Male,Married,27,Policy Holder,Sport,22184,0,5,400,1,0,26,3,5,35,No,No,External,0,-1,3,1996,Liability
May,5,Saturday,Honda,Rural,Monday,May,5,Male,Single,0,Policy Holder,Sport,96988,0,7,400,2,51,56,0,0,16,No,No,External,0,-1,1,1996,Liability
Jun,2,Thursday,Pontiac,Urban,Thursday,Jun,2,Male,Married,31,Policy Holder,Sedan,21834,0,16,400,1,32,51,0,6,33,No,No,External,0,-1,1,1996,All Perils
Aug,3,Monday,Pontiac,Urban,Tuesday,Sep,3,Male,Married,38,Policy Holder,Sport,50024,0,3,500,4,51,50,1,14,38,No,No,External,6,2,1,1996,Liability
Jun,4,Tuesday,Pontiac,Urban,Thursday,Jun,4,Male,Married,50,Third Party,Sport,21821,0,1,400,2,36,44,4,15,49,No,No,External,0,-1,1,1996,Liability
Sep,4,Thursday,Honda,Rural,Thursday,Sep,4,Male,Married,42,Third Party,Sport,24668,0,8,400,1,46,58,6,7,40,No,No,External,0,-1,1,1996,Liability
Sep,5,Thursday,Toyota,Urban,Thursday,Sep,5,Male,Married,47,Policy Holder,Sport,26378,0,9,400,1,48,32,0,9,47,No,No,External,0,4,2,1996,Liability
Oct,1,Monday,Toyota,Rural,Tuesday,Oct,1,Male,Single,32,Policy Holder,Sedan,17720,0,9,400,1,42,37,1,6,35,No,No,External,0,-1,1,1996,All Perils
Oct,2,Thursday,Mazda,Urban,Wednesday,Oct,3,Male,Married,32,Third Party,Sedan,22597,0,11,400,3,45,44,3,6,33,No,No,External,0,-1,1,1996,Collision
Oct,4,Sunday,Honda,Urban,Monday,Oct,5,Male,Single,24,Third Party,Sport,92510,0,11,400,4,57,50,0,0,28,No,No,External,0,-1,1,1996,Collision
Dec,1,Monday,Pontiac,Urban,Friday,Apr,5,Male,Married,37,Third Party,Sedan,35049,0,5,400,4,56,31,1,11,36,No,No,External,7,-1,1,1996,Collision
Jan,5,Sunday,Toyota,Urban,Thursday,Feb,4,Male,Married,49,Policy Holder,Sport,20535,0,2,400,1,56,46,5,7,45,No,No,External,0,-1,1,1996,Liability
Feb,2,Sunday,Toyota,Urban,Friday,Feb,3,Male,Married,34,Policy Holder,Sport,20005,0,8,400,3,57,54,6,6,32,No,No,External,9,-1,1,1996,Liability
Feb,4,Tuesday,Chevrolet,Urban,Friday,Feb,4,Male,Married,34,Third Party,Sedan,33203,0,9,400,1,58,53,0,6,32,No,No,External,0,-1,1,1996,All Perils
Mar,2,Saturday,Mazda,Urban,Monday,Mar,2,Male,Married,54,Third Party,Sport,32121,0,16,400,1,38,41,6,8,45,No,No,External,0,-1,1,1996,Liability
Mar,2,Monday,Mazda,Urban,Monday,Mar,2,Male,Single,28,Policy Holder,Sedan,20847,0,11,400,4,60,43,1,6,34,No,No,External,0,-1,1,1996,Collision
Apr,1,Tuesday,Toyota,Urban,Tuesday,Apr,1,Male,Married,44,Policy Holder,Sport,22316,0,1,400,1,42,50,2,6,37,No,No,External,0,-1,1,1996,Liability
May,1,Thursday,Toyota,Urban,Friday,May,1,Female,Single,27,Third Party,Sport,27446,0,3,400,3,44,52,0,7,31,No,No,External,7,-1,1,1996,Liability
May,3,Sunday,Toyota,Urban,Friday,May,3,Male,Married,51,Policy Holder,Sedan,25241,0,16,400,4,34,49,1,7,48,No,No,External,0,-1,1,1996,Collision
Aug,3,Tuesday,Pontiac,Urban,Wednesday,Aug,4,Male,Single,21,Third Party,Sedan,24432,0,2,400,1,51,34,0,5,30,No,No,External,0,-1,1,1996,All Perils
Jun,1,Monday,Pontiac,Rural,Tuesday,Jun,1,Male,Married,44,Third Party,Sedan,20158,0,1,400,3,37,37,3,6,37,No,No,External,10,-1,1,1996,Collision
Jul,1,Saturday,Pontiac,Urban,Monday,Jul,2,Male,Single,33,Policy Holder,Sport,31239,0,7,700,1,35,34,9,7,31,No,No,External,5,-1,1,1996,Liability
Jul,1,Sunday,Chevrolet,Urban,Monday,Jul,1,Male,Single,31,Policy Holder,Sedan,36802,0,15,400,2,55,44,1,5,33,No,No,Internal,5,-1,1,1996,Collision
Jul,1,Tuesday,Toyota,Urban,Friday,Jul,2,Male,Married,44,Third Party,Sport,27763,0,10,400,3,48,51,3,7,39,No,No,External,1,-1,1,1996,Liability
Jul,1,Wednesday,Chevrolet,Urban,Wednesday,Jul,1,Male,Married,79,Policy Holder,Sedan,27969,0,3,400,4,58,47,4,12,70,No,No,External,10,-1,1,1996,All Perils
Sep,2,Wednesday,Mazda,Urban,Thursday,Sep,3,Male,Married,50,Policy Holder,Sport,37529,0,6,400,1,35,33,5,14,45,No,No,External,0,-1,1,1996,Liability
Oct,2,Friday,Chevrolet,Urban,Tuesday,Oct,3,Male,Married,64,Third Party,Sedan,28343,0,1,400,2,58,32,0,10,63,No,No,External,5,-1,1,1996,All Perils
Oct,5,Tuesday,Mazda,Urban,Thursday,Nov,1,Male,Married,28,Third Party,Sedan,28659,0,7,400,2,45,34,2,7,33,No,No,External,4,5,2,1996,All Perils
Nov,1,Friday,Pontiac,Urban,Monday,Nov,1,Male,Married,48,Policy Holder,Sport,35285,0,10,400,2,51,54,4,10,46,Yes,No,External,0,-1,1,1996,Liability
Nov,1,Friday,Pontiac,Urban,Friday,Nov,1,Male,Married,26,Policy Holder,Sedan,20932,0,7,400,4,60,51,3,7,35,No,No,External,1,-1,1,1996,Collision
Nov,1,Sunday,Chevrolet,Urban,Monday,Nov,2,Male,Married,41,Third Party,Sedan,36157,0,8,400,1,32,55,1,12,40,No,No,Internal,8,-1,1,1996,Collision
Nov,1,Saturday,Pontiac,Rural,Tuesday,Nov,2,Male,Married,57,Third Party,Sedan,34431,0,9,400,4,31,37,0,8,60,No,No,Internal,0,-1,1,1996,Collision
Nov,1,Friday,Pontiac,Urban,Tuesday,Nov,3,Male,Single,75,Policy Holder,Utility,57945,0,1,400,4,35,47,3,14,79,Yes,No,External,4,-1,1,1996,All Perils
Oct,2,Friday,Honda,Urban,Monday,Oct,3,Male,Married,37,Policy Holder,Sedan,24160,0,16,400,2,32,38,5,7,36,No,No,External,9,-1,1,1996,Collision
Aug,3,Tuesday,Toyota,Urban,Friday,Aug,3,Male,Married,40,Policy Holder,Sedan,23527,1,6,400,4,59,52,1,5,36,No,No,External,1,-1,1,1996,All Perils
Aug,3,Tuesday,Chevrolet,Urban,Tuesday,Aug,4,Male,Married,41,Policy Holder,Sedan,21080,1,1,400,4,60,58,2,7,36,No,No,External,0,-1,1,1996,Collision
Sep,2,Friday,Toyota,Urban,Wednesday,Oct,4,Male,Single,33,Policy Holder,Sedan,20942,0,8,400,4,51,57,4,6,34,No,No,External,0,-1,1,1996,All Perils
Aug,2,Thursday,Honda,Rural,Monday,Sep,1,Female,Married,80,Policy Holder,Sedan,84234,0,14,400,3,49,35,4,7,69,No,No,External,10,-1,1,1996,Collision
Jul,2,Saturday,Mazda,Urban,Friday,Jul,3,Male,Married,34,Third Party,Sedan,44676,0,12,400,1,45,39,0,7,33,No,No,Internal,0,-1,1,1996,Collision
Jul,2,Friday,Chevrolet,Urban,Friday,Jul,2,Male,Married,53,Policy Holder,Sport,45135,0,11,400,4,58,48,4,7,48,No,No,External,1,-1,1,1996,Liability
Jul,1,Thursday,Toyota,Urban,Tuesday,Jul,3,Male,Married,31,Third Party,Sedan,20856,0,10,400,4,36,58,1,7,34,No,No,External,0,-1,1,1996,All Perils
Jul,1,Monday,Toyota,Urban,Friday,Jul,3,Male,Single,34,Policy Holder,Sport,28644,0,4,400,2,31,48,3,7,31,No,No,External,0,-1,3,1996,Liability
Jun,5,Friday,Pontiac,Urban,Monday,Jul,1,Male,Married,56,Policy Holder,Sedan,28155,0,13,400,1,41,53,0,7,51,No,No,External,0,-1,1,1996,Collision
Jun,2,Saturday,VW,Urban,Thursday,Jun,3,Male,Married,53,Policy Holder,Sedan,45228,0,7,400,4,39,31,0,14,45,No,No,External,0,-1,1,1996,Collision
Jun,1,Saturday,Pontiac,Urban,Monday,Jun,2,Female,Married,36,Policy Holder,Sport,14513,0,7,400,3,46,58,4,7,40,No,No,External,10,-1,1,1996,Liability
May,5,Monday,Mazda,Urban,Thursday,Jun,1,Female,Single,26,Policy Holder,Sport,25008,0,16,400,2,47,60,1,6,33,No,No,External,0,-1,1,1996,Liability
May,4,Friday,Toyota,Rural,Tuesday,May,5,Male,Married,48,Third Party,Sedan,25575,0,8,400,2,49,38,4,7,44,No,No,External,0,-1,1,1996,All Perils
May,2,Saturday,Pontiac,Urban,Friday,May,3,Male,Married,44,Third Party,Sedan,26880,0,5,400,3,58,43,0,7,40,No,No,External,10,-1,1,1996,Collision
May,2,Monday,Toyota,Urban,Tuesday,Jun,2,Male,Married,39,Policy Holder,Sport,38395,0,15,400,2,35,56,7,7,40,No,No,External,4,8,2,1996,Liability
May,1,Thursday,Pontiac,Urban,Thursday,May,1,Male,Married,32,Policy Holder,Sedan,20830,0,3,400,1,50,49,0,6,34,No,No,External,0,-1,1,1996,All Perils
May,1,Friday,Honda,Urban,Friday,May,1,Male,Married,42,Policy Holder,Sport,20458,0,9,400,2,53,34,6,7,38,No,No,External,6,-1,1,1996,Liability
Apr,2,Friday,Chevrolet,Rural,Friday,Apr,2,Female,Single,34,Policy Holder,Sport,24980,0,5,400,1,47,45,3,5,33,No,No,External,4,-1,1,1996,Liability
Apr,1,Wednesday,Mazda,Urban,Wednesday,Apr,1,Male,Single,27,Policy Holder,Sport,23054,0,4,400,4,48,59,5,5,32,No,No,External,10,-1,1,1996,Liability
Apr,1,Tuesday,Mazda,Urban,Tuesday,Apr,1,Male,Married,26,Policy Holder,Sedan,25116,0,6,400,3,44,52,3,6,31,No,No,External,6,-1,1,1996,Collision
Apr,1,Monday,Chevrolet,Rural,Monday,Apr,1,Male,Married,50,Policy Holder,Sedan,23903,0,6,500,1,39,41,2,13,49,No,No,External,0,2,1,1996,Collision
Aug,3,Wednesday,Pontiac,Urban,Wednesday,Aug,3,Male,Married,75,Policy Holder,Sport,26778,0,3,400,1,37,56,0,7,80,No,No,External,5,-1,1,1996,Liability
Mar,4,Monday,Toyota,Urban,Friday,Apr,2,Male,Married,54,Policy Holder,Sport,21813,0,7,400,4,41,37,4,10,48,No,No,External,0,-1,1,1996,Liability
Mar,3,Sunday,Toyota,Urban,Wednesday,Mar,4,Male,Married,26,Policy Holder,Sport,32726,0,15,400,3,31,55,2,7,35,No,No,External,10,-1,1,1996,Liability
Mar,2,Saturday,Pontiac,Urban,Saturday,Mar,2,Male,Married,71,Third Party,Sedan,25646,0,15,400,1,45,42,1,8,66,No,No,External,1,-1,1,1996,All Perils
Mar,2,Saturday,Toyota,Urban,Tuesday,Mar,3,Male,Married,42,Policy Holder,Sedan,54806,0,12,400,2,47,56,3,15,36,No,No,External,10,-1,1,1996,Collision
Feb,2,Monday,Pontiac,Urban,Monday,Feb,2,Male,Married,34,Policy Holder,Sport,25779,0,16,400,2,43,32,9,7,33,No,No,External,4,-1,1,1996,Liability
Aug,3,Wednesday,Accura,Urban,Thursday,Sep,3,Male,Married,38,Policy Holder,Sedan,38782,1,5,400,4,32,45,7,15,39,No,No,External,7,-1,1,1996,Collision
Dec,4,Wednesday,Pontiac,Urban,Wednesday,Dec,5,Male,Married,32,Third Party,Sport,33397,0,9,400,1,59,34,5,7,35,No,No,External,5,-1,1,1996,Liability
Nov,5,Tuesday,Honda,Rural,Wednesday,Nov,5,Male,Married,26,Policy Holder,Sedan,77701,0,10,400,2,56,58,3,6,34,No,No,External,0,-1,1,1996,Collision
Dec,1,Thursday,Chevrolet,Rural,Monday,Dec,2,Male,Married,35,Policy Holder,Sport,21567,0,14,400,1,59,36,1,7,33,No,No,External,6,-1,1,1996,Liability
Nov,1,Friday,Accura,Urban,Friday,Nov,1,Male,Single,33,Policy Holder,Sport,22540,0,10,400,2,41,47,9,6,34,No,No,Internal,2,-1,1,1996,Liability
Oct,4,Monday,Mazda,Urban,Monday,Oct,4,Male,Single,31,Policy Holder,Sport,21873,0,13,400,4,50,36,3,5,34,No,No,External,10,-1,1,1996,Liability
Oct,4,Monday,Accura,Urban,Monday,Nov,2,Male,Married,59,Policy Holder,Sedan,38056,0,4,400,2,60,34,2,15,54,No,No,External,8,-1,1,1996,All Perils
Oct,4,Friday,Honda,Urban,Monday,Oct,4,Female,Married,74,Policy Holder,Sedan,27037,0,4,400,3,32,55,4,5,76,No,No,Internal,0,-1,1,1996,Collision
Sep,5,Wednesday,Toyota,Rural,Wednesday,Sep,5,Male,Married,47,Policy Holder,Sedan,5442,0,8,400,2,47,38,1,8,43,No,No,External,0,7,2,1996,Collision
Aug,3,Wednesday,Mazda,Urban,Thursday,Aug,3,Male,Married,35,Policy Holder,Sedan,95401,1,2,400,1,35,57,2,7,34,No,No,External,7,-1,1,1996,Collision
Sep,3,Wednesday,Pontiac,Urban,Wednesday,Sep,3,Male,Married,31,Policy Holder,Sedan,22333,0,2,400,1,60,57,1,7,32,No,No,External,8,-1,1,1996,Collision
Aug,4,Monday,Toyota,Urban,Monday,Aug,4,Male,Married,30,Policy Holder,Sport,38389,0,14,400,3,55,60,2,6,32,No,No,External,2,-1,1,1996,Liability
Aug,3,Wednesday,Honda,Urban,Thursday,Aug,4,Male,Married,48,Policy Holder,Sport,95921,1,14,400,1,34,38,0,8,46,No,No,External,2,-1,1,1996,Collision
Jul,5,Saturday,Honda,Urban,Wednesday,Aug,1,Male,Married,68,Policy Holder,Sedan,52592,0,11,400,3,47,32,0,12,80,No,No,External,0,-1,1,1996,All Perils
Jul,2,Friday,Mazda,Urban,Friday,Jul,2,Male,Single,31,Policy Holder,Sport,30814,0,12,400,1,44,43,8,6,32,No,No,External,0,-1,1,1996,Liability
Jun,4,Monday,Pontiac,Urban,Thursday,Jun,5,Male,Married,43,Third Party,Sedan,22528,0,5,400,1,57,49,3,7,38,No,No,External,1,-1,1,1996,Collision
Jun,4,Tuesday,Chevrolet,Urban,Wednesday,Jun,4,Female,Married,64,Policy Holder,Sedan,92507,0,16,400,1,37,58,1,7,52,No,No,External,7,-1,1,1996,Collision
Aug,3,Thursday,Pontiac,Urban,Wednesday,Sep,3,Male,Married,56,Third Party,Sedan,24620,0,7,400,3,3,33,1,9,54,Yes,Yes,External,0,-1,1,1996,Collision
Jun,4,Wednesday,Honda,Urban,Tuesday,Jun,5,Female,Married,58,Policy Holder,Sport,26253,0,14,400,1,33,42,0,7,52,No,No,External,0,-1,1,1996,Liability
Jun,2,Wednesday,Mazda,Urban,Wednesday,Jun,2,Female,Single,31,Policy Holder,Sport,34719,0,5,400,4,44,48,2,6,34,No,No,External,7,-1,1,1996,Liability
Jun,2,Friday,Ford,Urban,Friday,Jun,2,Male,Married,55,Policy Holder,Utility,78699,0,9,400,3,56,35,1,7,46,No,No,External,7,-1,1,1996,All Perils
Jun,1,Saturday,Toyota,Urban,Tuesday,Jun,2,Male,Married,33,Policy Holder,Sport,25619,0,1,400,3,33,51,0,7,31,No,No,External,10,-1,4,1996,Liability
Jun,1,Thursday,Honda,Urban,Wednesday,Jun,3,Male,Married,37,Third Party,Sedan,22331,0,16,700,4,40,48,0,12,36,No,No,External,0,1,1,1996,All Perils
Jun,1,Wednesday,Pontiac,Urban,Tuesday,Jun,2,Male,Married,52,Policy Holder,Sedan,32803,0,3,400,1,35,46,4,7,50,No,No,External,1,-1,1,1996,Collision
May,1,Monday,Mazda,Urban,Wednesday,May,1,Female,Married,29,Policy Holder,Sedan,28563,0,11,400,1,51,50,4,6,34,No,No,External,0,-1,1,1996,Collision
Apr,4,Monday,Pontiac,Rural,Friday,May,4,Male,Single,30,Policy Holder,Sport,26657,0,3,400,1,49,57,4,5,31,No,No,External,0,-1,1,1996,Liability
Aug,3,Thursday,Honda,Urban,Friday,Aug,3,Male,Single,46,Policy Holder,Sedan,28964,1,7,400,3,55,56,1,7,49,No,No,External,4,-1,1,1996,Collision
Apr,3,Tuesday,Toyota,Rural,Tuesday,Apr,3,Male,Single,38,Policy Holder,Sport,23929,0,10,400,3,41,35,7,7,36,No,No,External,0,-1,1,1996,Liability
Apr,3,Wednesday,Toyota,Urban,Friday,Apr,5,Male,Single,31,Policy Holder,Sedan,20942,0,5,400,4,60,40,0,6,32,No,No,External,0,-1,1,1996,Collision
Apr,3,Monday,Honda,Urban,Thursday,Apr,4,Female,Single,21,Policy Holder,Sport,96214,0,7,400,3,51,50,0,5,27,No,No,External,0,7,2,1996,Liability
Apr,3,Thursday,Chevrolet,Urban,Wednesday,Apr,3,Female,Married,40,Policy Holder,Sport,98410,0,9,400,4,34,31,4,7,40,No,No,External,0,-1,1,1996,Liability
Apr,2,Friday,Pontiac,Urban,Friday,Apr,2,Male,Married,26,Third Party,Sedan,8283,0,8,400,3,33,34,3,7,33,No,No,External,1,-1,1,1996,Collision
Aug,3,Thursday,Toyota,Urban,Saturday,Aug,3,Male,Married,57,Policy Holder,Sedan,8978,1,16,400,4,60,49,1,7,60,No,No,External,7,-1,1,1996,All Perils
Apr,2,Saturday,Mazda,Urban,Tuesday,Apr,3,Male,Married,29,Third Party,Sport,35934,0,6,400,2,53,43,1,4,32,No,No,External,6,-1,1,1996,Liability
Aug,3,Thursday,Honda,Rural,Monday,Sep,1,Male,Single,23,Third Party,Sedan,20080,0,11,400,3,40,40,0,3,28,No,No,External,2,-1,1,1996,All Perils
Apr,1,Sunday,Toyota,Urban,Tuesday,Apr,1,Female,Single,43,Policy Holder,Sedan,28131,0,1,400,1,44,51,1,6,39,No,No,External,4,-1,1,1996,All Perils
Apr,1,Monday,Pontiac,Urban,Thursday,Apr,2,Female,Married,55,Policy Holder,Sport,30637,0,6,400,2,56,40,4,9,47,No,No,External,0,-1,1,1996,Liability
Apr,1,Saturday,Mazda,Urban,Tuesday,Apr,2,Male,Single,28,Policy Holder,Sport,24572,0,1,400,1,41,55,2,6,33,No,No,External,0,-1,1,1996,Liability
Mar,5,Monday,Pontiac,Urban,Monday,Apr,1,Male,Married,70,Third Party,Sedan,38624,0,15,400,1,60,41,0,13,75,No,No,External,0,-1,1,1996,Collision
Mar,5,Monday,Toyota,Urban,Wednesday,May,1,Male,Single,24,Policy Holder,Sedan,15336,0,4,400,1,56,42,8,3,28,No,No,External,8,-1,1,1996,Collision
Mar,4,Thursday,Honda,Urban,Monday,Apr,1,Male,Married,48,Policy Holder,Sedan,38600,0,2,400,2,56,47,4,11,48,No,No,External,2,-1,1,1996,Collision
Mar,3,Friday,Honda,Urban,Friday,Mar,3,Male,Married,42,Policy Holder,Sedan,70251,0,11,400,3,45,35,0,7,37,No,No,External,8,-1,1,1996,Collision
Aug,3,Friday,Pontiac,Urban,Friday,Aug,3,Male,Married,57,Third Party,Sedan,16172,0,10,400,2,37,58,1,7,57,No,No,External,2,-1,1,1996,All Perils
Aug,3,Friday,Pontiac,Urban,Monday,Aug,4,Male,Married,26,Policy Holder,Sedan,27070,1,10,400,3,47,38,0,6,33,No,No,External,7,-1,1,1996,All Perils
Feb,3,Tuesday,Honda,Urban,Friday,Feb,3,Male,Married,31,Third Party,Sedan,26226,1,6,500,4,58,36,9,6,33,No,No,External,0,2,1,1996,Collision
Feb,3,Monday,Pontiac,Urban,Tuesday,Feb,3,Male,Married,43,Policy Holder,Sport,28220,0,15,400,1,52,56,5,7,37,No,No,External,9,-1,1,1996,Liability
Feb,2,Tuesday,Honda,Urban,Wednesday,Feb,2,Male,Married,41,Policy Holder,Sport,21081,0,9,400,3,46,34,6,7,36,No,No,External,8,-1,6,1996,Liability
Feb,1,Friday,Pontiac,Rural,Friday,Feb,1,Male,Married,31,Policy Holder,Sedan,28037,0,6,400,4,42,41,2,7,35,No,No,External,0,-1,1,1996,Collision
Feb,1,Tuesday,Pontiac,Urban,Thursday,Feb,2,Male,Married,27,Policy Holder,Sport,26674,0,6,400,1,48,59,3,7,31,No,No,External,0,-1,1,1996,Liability
